name,highres_image,image_uris,mana_cost,cmc,type_line,power,toughness,colors,color_identity,image_uris_fr,img_en_small,img_en_normal,img_en_large,img_en_png,img_fr_small,img_fr_normal,img_fr_large,img_fr_png,W,U,B,R,G,WU,WB,WR,WG,UB,UR,UG,BR,RG
"Urza, Lord High Artificer",1,"{'small': 'https://img.scryfall.com/cards/small/front/9/e/9e7fb3c0-5159-4d1f-8490-ce4c9a60f567.jpg?1567181307', 'normal': 'https://img.scryfall.com/cards/normal/front/9/e/9e7fb3c0-5159-4d1f-8490-ce4c9a60f567.jpg?1567181307', 'large': 'https://img.scryfall.com/cards/large/front/9/e/9e7fb3c0-5159-4d1f-8490-ce4c9a60f567.jpg?1567181307', 'png': 'https://img.scryfall.com/cards/png/front/9/e/9e7fb3c0-5159-4d1f-8490-ce4c9a60f567.png?1567181307', 'art_crop': 'https://img.scryfall.com/cards/art_crop/front/9/e/9e7fb3c0-5159-4d1f-8490-ce4c9a60f567.jpg?1567181307', 'border_crop': 'https://img.scryfall.com/cards/border_crop/front/9/e/9e7fb3c0-5159-4d1f-8490-ce4c9a60f567.jpg?1567181307'}",{2}{U}{U},4,Legendary Creature: Human Artificer,1,4,['U'],['U'],"{'small': 'https://img.scryfall.com/cards/small/front/4/a/4a379b54-715a-45eb-a81b-0ca4999974db.jpg?1560377142', 'normal': 'https://img.scryfall.com/cards/normal/front/4/a/4a379b54-715a-45eb-a81b-0ca4999974db.jpg?1560377142', 'large': 'https://img.scryfall.com/cards/large/front/4/a/4a379b54-715a-45eb-a81b-0ca4999974db.jpg?1560377142', 'png': 'https://img.scryfall.com/cards/png/front/4/a/4a379b54-715a-45eb-a81b-0ca4999974db.png?1560377142', 'art_crop': 'https://img.scryfall.com/cards/art_crop/front/4/a/4a379b54-715a-45eb-a81b-0ca4999974db.jpg?1560377142', 'border_crop': 'https://img.scryfall.com/cards/border_crop/front/4/a/4a379b54-715a-45eb-a81b-0ca4999974db.jpg?1560377142'}",https://img.scryfall.com/cards/small/front/9/e/9e7fb3c0-5159-4d1f-8490-ce4c9a60f567.jpg?1567181307,https://img.scryfall.com/cards/normal/front/9/e/9e7fb3c0-5159-4d1f-8490-ce4c9a60f567.jpg?1567181307,https://img.scryfall.com/cards/large/front/9/e/9e7fb3c0-5159-4d1f-8490-ce4c9a60f567.jpg?1567181307,https://img.scryfall.com/cards/png/front/9/e/9e7fb3c0-5159-4d1f-8490-ce4c9a60f567.png?1567181307,https://img.scryfall.com/cards/small/front/4/a/4a379b54-715a-45eb-a81b-0ca4999974db.jpg?1560377142,https://img.scryfall.com/cards/normal/front/4/a/4a379b54-715a-45eb-a81b-0ca4999974db.jpg?1560377142,https://img.scryfall.com/cards/large/front/4/a/4a379b54-715a-45eb-a81b-0ca4999974db.jpg?1560377142,https://img.scryfall.com/cards/png/front/4/a/4a379b54-715a-45eb-a81b-0ca4999974db.png?1560377142,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Venser, Shaper Savant",1,"{'small': 'https://img.scryfall.com/cards/small/front/9/2/92a0243a-4661-4c7c-8dd2-9237bf9238de.jpg?1561766328', 'normal': 'https://img.scryfall.com/cards/normal/front/9/2/92a0243a-4661-4c7c-8dd2-9237bf9238de.jpg?1561766328', 'large': 'https://img.scryfall.com/cards/large/front/9/2/92a0243a-4661-4c7c-8dd2-9237bf9238de.jpg?1561766328', 'png': 'https://img.scryfall.com/cards/png/front/9/2/92a0243a-4661-4c7c-8dd2-9237bf9238de.png?1561766328', 'art_crop': 'https://img.scryfall.com/cards/art_crop/front/9/2/92a0243a-4661-4c7c-8dd2-9237bf9238de.jpg?1561766328', 'border_crop': 'https://img.scryfall.com/cards/border_crop/front/9/2/92a0243a-4661-4c7c-8dd2-9237bf9238de.jpg?1561766328'}",{2}{U}{U},4,Legendary Creature: Human Wizard,2,2,['U'],['U'],"{'small': 'https://img.scryfall.com/cards/small/front/6/d/6d183e9d-7713-4005-af96-3374383d92eb.jpg?1562916843', 'normal': 'https://img.scryfall.com/cards/normal/front/6/d/6d183e9d-7713-4005-af96-3374383d92eb.jpg?1562916843', 'large': 'https://img.scryfall.com/cards/large/front/6/d/6d183e9d-7713-4005-af96-3374383d92eb.jpg?1562916843', 'png': 'https://img.scryfall.com/cards/png/front/6/d/6d183e9d-7713-4005-af96-3374383d92eb.png?1562916843', 'art_crop': 'https://img.scryfall.com/cards/art_crop/front/6/d/6d183e9d-7713-4005-af96-3374383d92eb.jpg?1562916843', 'border_crop': 'https://img.scryfall.com/cards/border_crop/front/6/d/6d183e9d-7713-4005-af96-3374383d92eb.jpg?1562916843'}",https://img.scryfall.com/cards/small/front/9/2/92a0243a-4661-4c7c-8dd2-9237bf9238de.jpg?1561766328,https://img.scryfall.com/cards/normal/front/9/2/92a0243a-4661-4c7c-8dd2-9237bf9238de.jpg?1561766328,https://img.scryfall.com/cards/large/front/9/2/92a0243a-4661-4c7c-8dd2-9237bf9238de.jpg?1561766328,https://img.scryfall.com/cards/png/front/9/2/92a0243a-4661-4c7c-8dd2-9237bf9238de.png?1561766328,https://img.scryfall.com/cards/small/front/6/d/6d183e9d-7713-4005-af96-3374383d92eb.jpg?1562916843,https://img.scryfall.com/cards/normal/front/6/d/6d183e9d-7713-4005-af96-3374383d92eb.jpg?1562916843,https://img.scryfall.com/cards/large/front/6/d/6d183e9d-7713-4005-af96-3374383d92eb.jpg?1562916843,https://img.scryfall.com/cards/png/front/6/d/6d183e9d-7713-4005-af96-3374383d92eb.png?1562916843,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Whirler Rogue,1,"{'small': 'https://img.scryfall.com/cards/small/front/7/3/73b9b5ce-5687-4c3a-ac33-189badf8b98d.jpg?1561911960', 'normal': 'https://img.scryfall.com/cards/normal/front/7/3/73b9b5ce-5687-4c3a-ac33-189badf8b98d.jpg?1561911960', 'large': 'https://img.scryfall.com/cards/large/front/7/3/73b9b5ce-5687-4c3a-ac33-189badf8b98d.jpg?1561911960', 'png': 'https://img.scryfall.com/cards/png/front/7/3/73b9b5ce-5687-4c3a-ac33-189badf8b98d.png?1561911960', 'art_crop': 'https://img.scryfall.com/cards/art_crop/front/7/3/73b9b5ce-5687-4c3a-ac33-189badf8b98d.jpg?1561911960', 'border_crop': 'https://img.scryfall.com/cards/border_crop/front/7/3/73b9b5ce-5687-4c3a-ac33-189badf8b98d.jpg?1561911960'}",{2}{U}{U},4,Creature: Human Rogue Artificer,2,2,['U'],['U'],"{'small': 'https://img.scryfall.com/cards/small/front/f/9/f9802006-b6ba-4635-b068-f071a93c9869.jpg?1561928539', 'normal': 'https://img.scryfall.com/cards/normal/front/f/9/f9802006-b6ba-4635-b068-f071a93c9869.jpg?1561928539', 'large': 'https://img.scryfall.com/cards/large/front/f/9/f9802006-b6ba-4635-b068-f071a93c9869.jpg?1561928539', 'png': 'https://img.scryfall.com/cards/png/front/f/9/f9802006-b6ba-4635-b068-f071a93c9869.png?1561928539', 'art_crop': 'https://img.scryfall.com/cards/art_crop/front/f/9/f9802006-b6ba-4635-b068-f071a93c9869.jpg?1561928539', 'border_crop': 'https://img.scryfall.com/cards/border_crop/front/f/9/f9802006-b6ba-4635-b068-f071a93c9869.jpg?1561928539'}",https://img.scryfall.com/cards/small/front/7/3/73b9b5ce-5687-4c3a-ac33-189badf8b98d.jpg?1561911960,https://img.scryfall.com/cards/normal/front/7/3/73b9b5ce-5687-4c3a-ac33-189badf8b98d.jpg?1561911960,https://img.scryfall.com/cards/large/front/7/3/73b9b5ce-5687-4c3a-ac33-189badf8b98d.jpg?1561911960,https://img.scryfall.com/cards/png/front/7/3/73b9b5ce-5687-4c3a-ac33-189badf8b98d.png?1561911960,https://img.scryfall.com/cards/small/front/f/9/f9802006-b6ba-4635-b068-f071a93c9869.jpg?1561928539,https://img.scryfall.com/cards/normal/front/f/9/f9802006-b6ba-4635-b068-f071a93c9869.jpg?1561928539,https://img.scryfall.com/cards/large/front/f/9/f9802006-b6ba-4635-b068-f071a93c9869.jpg?1561928539,https://img.scryfall.com/cards/png/front/f/9/f9802006-b6ba-4635-b068-f071a93c9869.png?1561928539,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Mulldrifter,1,"{'small': 'https://img.scryfall.com/cards/small/front/d/9/d9fb2f2b-ed82-4461-9013-490e8bca89f8.jpg?1591320295', 'normal': 'https://img.scryfall.com/cards/normal/front/d/9/d9fb2f2b-ed82-4461-9013-490e8bca89f8.jpg?1591320295', 'large': 'https://img.scryfall.com/cards/large/front/d/9/d9fb2f2b-ed82-4461-9013-490e8bca89f8.jpg?1591320295', 'png': 'https://img.scryfall.com/cards/png/front/d/9/d9fb2f2b-ed82-4461-9013-490e8bca89f8.png?1591320295', 'art_crop': 'https://img.scryfall.com/cards/art_crop/front/d/9/d9fb2f2b-ed82-4461-9013-490e8bca89f8.jpg?1591320295', 'border_crop': 'https://img.scryfall.com/cards/border_crop/front/d/9/d9fb2f2b-ed82-4461-9013-490e8bca89f8.jpg?1591320295'}",{4}{U},5,Creature: Elemental,2,2,['U'],['U'],"{'small': 'https://img.scryfall.com/cards/small/front/3/f/3fe8f2f7-e214-4eb4-8253-33287e193dd1.jpg?1586977190', 'normal': 'https://img.scryfall.com/cards/normal/front/3/f/3fe8f2f7-e214-4eb4-8253-33287e193dd1.jpg?1586977190', 'large': 'https://img.scryfall.com/cards/large/front/3/f/3fe8f2f7-e214-4eb4-8253-33287e193dd1.jpg?1586977190', 'png': 'https://img.scryfall.com/cards/png/front/3/f/3fe8f2f7-e214-4eb4-8253-33287e193dd1.png?1586977190', 'art_crop': 'https://img.scryfall.com/cards/art_crop/front/3/f/3fe8f2f7-e214-4eb4-8253-33287e193dd1.jpg?1586977190', 'border_crop': 'https://img.scryfall.com/cards/border_crop/front/3/f/3fe8f2f7-e214-4eb4-8253-33287e193dd1.jpg?1586977190'}",https://img.scryfall.com/cards/small/front/d/9/d9fb2f2b-ed82-4461-9013-490e8bca89f8.jpg?1591320295,https://img.scryfall.com/cards/normal/front/d/9/d9fb2f2b-ed82-4461-9013-490e8bca89f8.jpg?1591320295,https://img.scryfall.com/cards/large/front/d/9/d9fb2f2b-ed82-4461-9013-490e8bca89f8.jpg?1591320295,https://img.scryfall.com/cards/png/front/d/9/d9fb2f2b-ed82-4461-9013-490e8bca89f8.png?1591320295,https://img.scryfall.com/cards/small/front/3/f/3fe8f2f7-e214-4eb4-8253-33287e193dd1.jpg?1586977190,https://img.scryfall.com/cards/normal/front/3/f/3fe8f2f7-e214-4eb4-8253-33287e193dd1.jpg?1586977190,https://img.scryfall.com/cards/large/front/3/f/3fe8f2f7-e214-4eb4-8253-33287e193dd1.jpg?1586977190,https://img.scryfall.com/cards/png/front/3/f/3fe8f2f7-e214-4eb4-8253-33287e193dd1.png?1586977190,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Riftwing Cloudskate,1,"{'small': 'https://img.scryfall.com/cards/small/front/f/e/fe1be1fe-3960-4fa8-9127-6c8c723a91be.jpg?1582058305', 'normal': 'https://img.scryfall.com/cards/normal/front/f/e/fe1be1fe-3960-4fa8-9127-6c8c723a91be.jpg?1582058305', 'large': 'https://img.scryfall.com/cards/large/front/f/e/fe1be1fe-3960-4fa8-9127-6c8c723a91be.jpg?1582058305', 'png': 'https://img.scryfall.com/cards/png/front/f/e/fe1be1fe-3960-4fa8-9127-6c8c723a91be.png?1582058305', 'art_crop': 'https://img.scryfall.com/cards/art_crop/front/f/e/fe1be1fe-3960-4fa8-9127-6c8c723a91be.jpg?1582058305', 'border_crop': 'https://img.scryfall.com/cards/border_crop/front/f/e/fe1be1fe-3960-4fa8-9127-6c8c723a91be.jpg?1582058305'}",{3}{U}{U},5,Creature: Illusion,2,2,['U'],['U'],"{'small': 'https://img.scryfall.com/cards/small/front/2/1/2133f7da-1360-4490-a4a0-f7034d15d049.jpg?1562902014', 'normal': 'https://img.scryfall.com/cards/normal/front/2/1/2133f7da-1360-4490-a4a0-f7034d15d049.jpg?1562902014', 'large': 'https://img.scryfall.com/cards/large/front/2/1/2133f7da-1360-4490-a4a0-f7034d15d049.jpg?1562902014', 'png': 'https://img.scryfall.com/cards/png/front/2/1/2133f7da-1360-4490-a4a0-f7034d15d049.png?1562902014', 'art_crop': 'https://img.scryfall.com/cards/art_crop/front/2/1/2133f7da-1360-4490-a4a0-f7034d15d049.jpg?1562902014', 'border_crop': 'https://img.scryfall.com/cards/border_crop/front/2/1/2133f7da-1360-4490-a4a0-f7034d15d049.jpg?1562902014'}",https://img.scryfall.com/cards/small/front/f/e/fe1be1fe-3960-4fa8-9127-6c8c723a91be.jpg?1582058305,https://img.scryfall.com/cards/normal/front/f/e/fe1be1fe-3960-4fa8-9127-6c8c723a91be.jpg?1582058305,https://img.scryfall.com/cards/large/front/f/e/fe1be1fe-3960-4fa8-9127-6c8c723a91be.jpg?1582058305,https://img.scryfall.com/cards/png/front/f/e/fe1be1fe-3960-4fa8-9127-6c8c723a91be.png?1582058305,https://img.scryfall.com/cards/small/front/2/1/2133f7da-1360-4490-a4a0-f7034d15d049.jpg?1562902014,https://img.scryfall.com/cards/normal/front/2/1/2133f7da-1360-4490-a4a0-f7034d15d049.jpg?1562902014,https://img.scryfall.com/cards/large/front/2/1/2133f7da-1360-4490-a4a0-f7034d15d049.jpg?1562902014,https://img.scryfall.com/cards/png/front/2/1/2133f7da-1360-4490-a4a0-f7034d15d049.png?1562902014,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Frost Titan,1,"{'small': 'https://img.scryfall.com/cards/small/front/b/b/bb9eec79-1926-46eb-b9e0-6ba12a441495.jpg?1561956629', 'normal': 'https://img.scryfall.com/cards/normal/front/b/b/bb9eec79-1926-46eb-b9e0-6ba12a441495.jpg?1561956629', 'large': 'https://img.scryfall.com/cards/large/front/b/b/bb9eec79-1926-46eb-b9e0-6ba12a441495.jpg?1561956629', 'png': 'https://img.scryfall.com/cards/png/front/b/b/bb9eec79-1926-46eb-b9e0-6ba12a441495.png?1561956629', 'art_crop': 'https://img.scryfall.com/cards/art_crop/front/b/b/bb9eec79-1926-46eb-b9e0-6ba12a441495.jpg?1561956629', 'border_crop': 'https://img.scryfall.com/cards/border_crop/front/b/b/bb9eec79-1926-46eb-b9e0-6ba12a441495.jpg?1561956629'}",{4}{U}{U},6,Creature: Giant,6,6,['U'],['U'],"{'small': 'https://img.scryfall.com/cards/small/front/e/2/e261f14f-bf0d-4e52-98e8-9e1bddc93e7f.jpg?1561962310', 'normal': 'https://img.scryfall.com/cards/normal/front/e/2/e261f14f-bf0d-4e52-98e8-9e1bddc93e7f.jpg?1561962310', 'large': 'https://img.scryfall.com/cards/large/front/e/2/e261f14f-bf0d-4e52-98e8-9e1bddc93e7f.jpg?1561962310', 'png': 'https://img.scryfall.com/cards/png/front/e/2/e261f14f-bf0d-4e52-98e8-9e1bddc93e7f.png?1561962310', 'art_crop': 'https://img.scryfall.com/cards/art_crop/front/e/2/e261f14f-bf0d-4e52-98e8-9e1bddc93e7f.jpg?1561962310', 'border_crop': 'https://img.scryfall.com/cards/border_crop/front/e/2/e261f14f-bf0d-4e52-98e8-9e1bddc93e7f.jpg?1561962310'}",https://img.scryfall.com/cards/small/front/b/b/bb9eec79-1926-46eb-b9e0-6ba12a441495.jpg?1561956629,https://img.scryfall.com/cards/normal/front/b/b/bb9eec79-1926-46eb-b9e0-6ba12a441495.jpg?1561956629,https://img.scryfall.com/cards/large/front/b/b/bb9eec79-1926-46eb-b9e0-6ba12a441495.jpg?1561956629,https://img.scryfall.com/cards/png/front/b/b/bb9eec79-1926-46eb-b9e0-6ba12a441495.png?1561956629,https://img.scryfall.com/cards/small/front/e/2/e261f14f-bf0d-4e52-98e8-9e1bddc93e7f.jpg?1561962310,https://img.scryfall.com/cards/normal/front/e/2/e261f14f-bf0d-4e52-98e8-9e1bddc93e7f.jpg?1561962310,https://img.scryfall.com/cards/large/front/e/2/e261f14f-bf0d-4e52-98e8-9e1bddc93e7f.jpg?1561962310,https://img.scryfall.com/cards/png/front/e/2/e261f14f-bf0d-4e52-98e8-9e1bddc93e7f.png?1561962310,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Torrential Gearhulk,1,"{'small': 'https://img.scryfall.com/cards/small/front/d/5/d52868cb-087e-4f91-91bc-455f2e2e7cd7.jpg?1576381464', 'normal': 'https://img.scryfall.com/cards/normal/front/d/5/d52868cb-087e-4f91-91bc-455f2e2e7cd7.jpg?1576381464', 'large': 'https://img.scryfall.com/cards/large/front/d/5/d52868cb-087e-4f91-91bc-455f2e2e7cd7.jpg?1576381464', 'png': 'https://img.scryfall.com/cards/png/front/d/5/d52868cb-087e-4f91-91bc-455f2e2e7cd7.png?1576381464', 'art_crop': 'https://img.scryfall.com/cards/art_crop/front/d/5/d52868cb-087e-4f91-91bc-455f2e2e7cd7.jpg?1576381464', 'border_crop': 'https://img.scryfall.com/cards/border_crop/front/d/5/d52868cb-087e-4f91-91bc-455f2e2e7cd7.jpg?1576381464'}",{4}{U}{U},6,Artifact Creature: Construct,5,6,['U'],['U'],"{'small': 'https://img.scryfall.com/cards/small/front/b/2/b2719484-b6ee-47c0-bf70-16dceceb8374.jpg?1562741717', 'normal': 'https://img.scryfall.com/cards/normal/front/b/2/b2719484-b6ee-47c0-bf70-16dceceb8374.jpg?1562741717', 'large': 'https://img.scryfall.com/cards/large/front/b/2/b2719484-b6ee-47c0-bf70-16dceceb8374.jpg?1562741717', 'png': 'https://img.scryfall.com/cards/png/front/b/2/b2719484-b6ee-47c0-bf70-16dceceb8374.png?1562741717', 'art_crop': 'https://img.scryfall.com/cards/art_crop/front/b/2/b2719484-b6ee-47c0-bf70-16dceceb8374.jpg?1562741717', 'border_crop': 'https://img.scryfall.com/cards/border_crop/front/b/2/b2719484-b6ee-47c0-bf70-16dceceb8374.jpg?1562741717'}",https://img.scryfall.com/cards/small/front/d/5/d52868cb-087e-4f91-91bc-455f2e2e7cd7.jpg?1576381464,https://img.scryfall.com/cards/normal/front/d/5/d52868cb-087e-4f91-91bc-455f2e2e7cd7.jpg?1576381464,https://img.scryfall.com/cards/large/front/d/5/d52868cb-087e-4f91-91bc-455f2e2e7cd7.jpg?1576381464,https://img.scryfall.com/cards/png/front/d/5/d52868cb-087e-4f91-91bc-455f2e2e7cd7.png?1576381464,https://img.scryfall.com/cards/small/front/b/2/b2719484-b6ee-47c0-bf70-16dceceb8374.jpg?1562741717,https://img.scryfall.com/cards/normal/front/b/2/b2719484-b6ee-47c0-bf70-16dceceb8374.jpg?1562741717,https://img.scryfall.com/cards/large/front/b/2/b2719484-b6ee-47c0-bf70-16dceceb8374.jpg?1562741717,https://img.scryfall.com/cards/png/front/b/2/b2719484-b6ee-47c0-bf70-16dceceb8374.png?1562741717,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Inkwell Leviathan,1,"{'small': 'https://img.scryfall.com/cards/small/front/0/6/06ae6a96-b01a-4ba3-b8c1-87ef56ace103.jpg?1561898548', 'normal': 'https://img.scryfall.com/cards/normal/front/0/6/06ae6a96-b01a-4ba3-b8c1-87ef56ace103.jpg?1561898548', 'large': 'https://img.scryfall.com/cards/large/front/0/6/06ae6a96-b01a-4ba3-b8c1-87ef56ace103.jpg?1561898548', 'png': 'https://img.scryfall.com/cards/png/front/0/6/06ae6a96-b01a-4ba3-b8c1-87ef56ace103.png?1561898548', 'art_crop': 'https://img.scryfall.com/cards/art_crop/front/0/6/06ae6a96-b01a-4ba3-b8c1-87ef56ace103.jpg?1561898548', 'border_crop': 'https://img.scryfall.com/cards/border_crop/front/0/6/06ae6a96-b01a-4ba3-b8c1-87ef56ace103.jpg?1561898548'}",{7}{U}{U},9,Artifact Creature: Leviathan,7,11,['U'],['U'],"{'small': 'https://img.scryfall.com/cards/small/front/e/a/ea7a677c-e082-44f3-a4d0-4f0d565154c4.jpg?1561926881', 'normal': 'https://img.scryfall.com/cards/normal/front/e/a/ea7a677c-e082-44f3-a4d0-4f0d565154c4.jpg?1561926881', 'large': 'https://img.scryfall.com/cards/large/front/e/a/ea7a677c-e082-44f3-a4d0-4f0d565154c4.jpg?1561926881', 'png': 'https://img.scryfall.com/cards/png/front/e/a/ea7a677c-e082-44f3-a4d0-4f0d565154c4.png?1561926881', 'art_crop': 'https://img.scryfall.com/cards/art_crop/front/e/a/ea7a677c-e082-44f3-a4d0-4f0d565154c4.jpg?1561926881', 'border_crop': 'https://img.scryfall.com/cards/border_crop/front/e/a/ea7a677c-e082-44f3-a4d0-4f0d565154c4.jpg?1561926881'}",https://img.scryfall.com/cards/small/front/0/6/06ae6a96-b01a-4ba3-b8c1-87ef56ace103.jpg?1561898548,https://img.scryfall.com/cards/normal/front/0/6/06ae6a96-b01a-4ba3-b8c1-87ef56ace103.jpg?1561898548,https://img.scryfall.com/cards/large/front/0/6/06ae6a96-b01a-4ba3-b8c1-87ef56ace103.jpg?1561898548,https://img.scryfall.com/cards/png/front/0/6/06ae6a96-b01a-4ba3-b8c1-87ef56ace103.png?1561898548,https://img.scryfall.com/cards/small/front/e/a/ea7a677c-e082-44f3-a4d0-4f0d565154c4.jpg?1561926881,https://img.scryfall.com/cards/normal/front/e/a/ea7a677c-e082-44f3-a4d0-4f0d565154c4.jpg?1561926881,https://img.scryfall.com/cards/large/front/e/a/ea7a677c-e082-44f3-a4d0-4f0d565154c4.jpg?1561926881,https://img.scryfall.com/cards/png/front/e/a/ea7a677c-e082-44f3-a4d0-4f0d565154c4.png?1561926881,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Brainstorm,1,"{'small': 'https://img.scryfall.com/cards/small/front/5/4/54a9a943-0831-49ae-bbfb-3e6a9f57160e.jpg?1573506960', 'normal': 'https://img.scryfall.com/cards/normal/front/5/4/54a9a943-0831-49ae-bbfb-3e6a9f57160e.jpg?1573506960', 'large': 'https://img.scryfall.com/cards/large/front/5/4/54a9a943-0831-49ae-bbfb-3e6a9f57160e.jpg?1573506960', 'png': 'https://img.scryfall.com/cards/png/front/5/4/54a9a943-0831-49ae-bbfb-3e6a9f57160e.png?1573506960', 'art_crop': 'https://img.scryfall.com/cards/art_crop/front/5/4/54a9a943-0831-49ae-bbfb-3e6a9f57160e.jpg?1573506960', 'border_crop': 'https://img.scryfall.com/cards/border_crop/front/5/4/54a9a943-0831-49ae-bbfb-3e6a9f57160e.jpg?1573506960'}",{U},1,Instant,,,['U'],['U'],"{'small': 'https://img.scryfall.com/cards/small/front/3/0/30a7f093-531d-4d7f-aa57-89d907d957dd.jpg?1561903748', 'normal': 'https://img.scryfall.com/cards/normal/front/3/0/30a7f093-531d-4d7f-aa57-89d907d957dd.jpg?1561903748', 'large': 'https://img.scryfall.com/cards/large/front/3/0/30a7f093-531d-4d7f-aa57-89d907d957dd.jpg?1561903748', 'png': 'https://img.scryfall.com/cards/png/front/3/0/30a7f093-531d-4d7f-aa57-89d907d957dd.png?1561903748', 'art_crop': 'https://img.scryfall.com/cards/art_crop/front/3/0/30a7f093-531d-4d7f-aa57-89d907d957dd.jpg?1561903748', 'border_crop': 'https://img.scryfall.com/cards/border_crop/front/3/0/30a7f093-531d-4d7f-aa57-89d907d957dd.jpg?1561903748'}",https://img.scryfall.com/cards/small/front/5/4/54a9a943-0831-49ae-bbfb-3e6a9f57160e.jpg?1573506960,https://img.scryfall.com/cards/normal/front/5/4/54a9a943-0831-49ae-bbfb-3e6a9f57160e.jpg?1573506960,https://img.scryfall.com/cards/large/front/5/4/54a9a943-0831-49ae-bbfb-3e6a9f57160e.jpg?1573506960,https://img.scryfall.com/cards/png/front/5/4/54a9a943-0831-49ae-bbfb-3e6a9f57160e.png?1573506960,https://img.scryfall.com/cards/small/front/3/0/30a7f093-531d-4d7f-aa57-89d907d957dd.jpg?1561903748,https://img.scryfall.com/cards/normal/front/3/0/30a7f093-531d-4d7f-aa57-89d907d957dd.jpg?1561903748,https://img.scryfall.com/cards/large/front/3/0/30a7f093-531d-4d7f-aa57-89d907d957dd.jpg?1561903748,https://img.scryfall.com/cards/png/front/3/0/30a7f093-531d-4d7f-aa57-89d907d957dd.png?1561903748,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Opt,1,"{'small': 'https://img.scryfall.com/cards/small/front/4/a/4a6f3714-cb21-4056-97db-7449be2c2456.jpg?1573508083', 'normal': 'https://img.scryfall.com/cards/normal/front/4/a/4a6f3714-cb21-4056-97db-7449be2c2456.jpg?1573508083', 'large': 'https://img.scryfall.com/cards/large/front/4/a/4a6f3714-cb21-4056-97db-7449be2c2456.jpg?1573508083', 'png': 'https://img.scryfall.com/cards/png/front/4/a/4a6f3714-cb21-4056-97db-7449be2c2456.png?1573508083', 'art_crop': 'https://img.scryfall.com/cards/art_crop/front/4/a/4a6f3714-cb21-4056-97db-7449be2c2456.jpg?1573508083', 'border_crop': 'https://img.scryfall.com/cards/border_crop/front/4/a/4a6f3714-cb21-4056-97db-7449be2c2456.jpg?1573508083'}",{U},1,Instant,,,['U'],['U'],"{'small': 'https://img.scryfall.com/cards/small/front/5/a/5a667199-7415-49bc-aeb8-870edb1cf686.jpg?1569992606', 'normal': 'https://img.scryfall.com/cards/normal/front/5/a/5a667199-7415-49bc-aeb8-870edb1cf686.jpg?1569992606', 'large': 'https://img.scryfall.com/cards/large/front/5/a/5a667199-7415-49bc-aeb8-870edb1cf686.jpg?1569992606', 'png': 'https://img.scryfall.com/cards/png/front/5/a/5a667199-7415-49bc-aeb8-870edb1cf686.png?1569992606', 'art_crop': 'https://img.scryfall.com/cards/art_crop/front/5/a/5a667199-7415-49bc-aeb8-870edb1cf686.jpg?1569992606', 'border_crop': 'https://img.scryfall.com/cards/border_crop/front/5/a/5a667199-7415-49bc-aeb8-870edb1cf686.jpg?1569992606'}",https://img.scryfall.com/cards/small/front/4/a/4a6f3714-cb21-4056-97db-7449be2c2456.jpg?1573508083,https://img.scryfall.com/cards/normal/front/4/a/4a6f3714-cb21-4056-97db-7449be2c2456.jpg?1573508083,https://img.scryfall.com/cards/large/front/4/a/4a6f3714-cb21-4056-97db-7449be2c2456.jpg?1573508083,https://img.scryfall.com/cards/png/front/4/a/4a6f3714-cb21-4056-97db-7449be2c2456.png?1573508083,https://img.scryfall.com/cards/small/front/5/a/5a667199-7415-49bc-aeb8-870edb1cf686.jpg?1569992606,https://img.scryfall.com/cards/normal/front/5/a/5a667199-7415-49bc-aeb8-870edb1cf686.jpg?1569992606,https://img.scryfall.com/cards/large/front/5/a/5a667199-7415-49bc-aeb8-870edb1cf686.jpg?1569992606,https://img.scryfall.com/cards/png/front/5/a/5a667199-7415-49bc-aeb8-870edb1cf686.png?1569992606,0,1,0,0,0,0,0,0,0,0,0,0,0,0
